price,currencyId,categoryId,market_category,picture,name,availability,size,material,description,octo_title,kodinprice
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/07e/07e27431aee07f9965c36002578cb353.jpg,cs240-2-50,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/1db/1db8fd28c86527b55c36cdeb8244f8ea.jpg,cs241-2-50,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/8b9/8b94ed042771b2c7bdc1fd91522885de.jpg,cs242-2-50,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2800,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/c66/c66ab3f44e1c2b3ddd443e872360ef05.jpg,cs243-2-50,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/f8f/f8f123bb5a3f39e7410cce3adc15c13f.jpg,cs244-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/51d/51d594f042e62541cea3144b492ed491.jpg,cs245-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/1f5/1f56c2b7a44f4cc688b16956257f58f3.jpg,cs246-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/14a/14aaac9ed58000d4a8b83ebe1aeeebad.jpg,cs247-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/30e/30ef873fd4b451e382a340d4e5e29cd2.jpg,cs249-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/8b9/8b9523c29721816f0679f5820b0e14bf.jpg,cs250-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
"Не указано",RUB,302,Упаковка,http://www.textilgroup.ru//upload/iblock/6cd/6cdfdd96fba14448cd6fc48b309695bb.jpg,Box21,1,"Не указано","Не указано","Упаковка для одеял из бамбукаширина  - 555mmглубина - 255mmвысота  - 390mm",,
21000,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/f59/f59c4b1c03dd8b2fbe3e962f7101862f.jpg,slk013,0,"Евро 4 наволочки",Шёлк,"Натуральный шелк.код 189Натуральный шелк/сатин 90/10Пододеяльник (x1)/200х230Простыня (x1)/250X250Наволочка (x2)/48X74Наволочка(x2)/60X60",,189
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/557/55756822beaf01d34ff858677255ea9c.jpg,cs248-2-50,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
1700,RUB,298,"Скатерти оптом",http://www.textilgroup.ru//upload/iblock/13b/13bab68eea4fbfeb628520e692226e60.jpg,skt021,0,"Не указано","Не указано","Скатертькод 096Сатин с пропиткойРишелье150*220",,096
3500,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/7e8/7e800639712afd735d5fb0e3b6c68879.jpg,cs253-34,0,"Евро 4 наволочки",Сатин,"код 110Пододеяльник (X1) / 200X220Простыня (X1) / 220X245Наволочка (X2) / 70X70 Наволочка (X2) / 50X70",,110
21000,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/e01/e01ec0d1bd5c9e6c5e025d23cb948bff.jpg,slk020,0,"Евро 4 наволочки",Шёлк,"Натуральный шелк/сатин 90/10код 189Пододеяльник (x1)/200х230Простыня (x1)/250X250Наволочка (x2)/48X74Наволочка(x2)/60X60",,189
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/54a/54ae5dfc5fe0a7b52496a6da56e94beb.jpg,cs246-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/916/9164ef5b85c295a2c276fe9099ca67ae.jpg,cs258-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 180X245Наволочка (X2) / 70X70илиНаволочка (X2) / 50X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/520/520a4fc802ef47b6c13b796f44ffd7ba.jpg,cs260-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 180X245Наволочка (X2) / 50X70 ",,018
2600,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/fbd/fbd06b0a7637abe56f4dae49abed336a.jpg,cs261-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/1de/1de6149e1f7a755581eda45b3308e451.jpg,cs262-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/dc1/dc1cdd2fe24530fb448c8fcb5f3efc10.jpg,cs263-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/a9a/a9a1a9781ea1b85cbe3e25dd534ca7b5.jpg,cs264-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 ",,018
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/56e/56eee05fda634dcad95198b463066ba2.jpg,cs055-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/2d4/2d48b1c4880581f86030365bddad8f42.jpg,cs075-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/ccb/ccbf4bd4ef94a7d87402d8ee2a90330d.jpg,cs219-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 70X70илиНаволочка (X2) / 50X70",,019
300,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/3ec/3ec0cc4209f2347427569f06c896d2c7.jpg,pd065,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/8c5/8c58c0ac492b9b79c5aed181457703ba.jpg,pd066,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/76a/76a47c39c034cc4693e27bcaefc6fdc7.jpg,pd069,0,"Наволочки декор","Не указано","Размер: 45х45Код 156Материал: ""бархат""",,156
3500,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/23d/23df3b02c38b4c3f1a25a27b5f0431d7.jpg,pk136,0,Евро,Печворк,"PatchworkПокрывало (X1) / 230X250 Наволочка (X2) / 50X70",,046
100,RUB,295,"Полотенца оптом",http://www.textilgroup.ru//upload/iblock/f74/f74602df2740bcaa291e28ee3e8422dd.jpg,plt008,0,Кухня,Хлопок,"Полотенце вафельноеКод 193",,193
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/ce6/ce684ba79cc4a2a5c58a27c2c2b60f84.jpg,cs265-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245Наволочка (X2) / 50X70",,022
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/e72/e7211c609bbf83c766432baba065adf0.jpg,pd070,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,324,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/61b/61bd7fef43ad8acfcaeb18467edf48b7.jpg,pd071,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/99e/99e507dfe50038071a17875092325c1c.jpg,pd072,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/8d7/8d7ecefb086b5667688df54e9e820420.jpg,pd073,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/6dc/6dc99b65b7ae9dfa7888241d6c75c997.jpg,pd074,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/7a6/7a6eb860c37803d9d105a8e941d08fd1.jpg,pd075,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/14a/14a4f8f72cadc0c28a414a1447ed4a8a.jpg,pd076,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/abc/abc0c48670361cd3efcd594e8c8d63c7.jpg,pd077,0,"Наволочки декор","Не указано","Код 156Размер: 45х45Материал: ""бархат""",,156
5000,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/98b/98bc992690d8fbcfedadd8adaa721b62.jpg,cz003,0,Евро,Жаккард,"код 300Б LV LUX Пододеяльник (x1) / 200X220 Простыня (x1) / 250х250 Наволочки (x2) / 50X70 Наволочки (x2) / 70X70",,300Б
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/9d4/9d42a7d49d5e12cbe484651d716b985f.jpg,cs049-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 70X70  или 50х70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/d2d/d2dad05d231bfbf49fff637fcd3fa3bc.jpg,cs169-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 70X70  или 50х70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/dac/dac164cab3e3c5011188380cdaf77d4c.jpg,cs252-2-50,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/17f/17f0744a9eeec46f96f3a28850b9e0da.jpg,cs272-2-70,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) /70X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/a06/a063e82f42fd4e06c7c3707b64fe4aeb.jpg,cs273-2-70,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 70X70",,019
200,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/ae6/ae691b651402dc0db25337e6af35a68d.jpg,pd081,1,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
200,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/773/773a7cb7a11c18b2e2024c76baad481f.jpg,pd086,0,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
3500,RUB,285,"Покрывала оптом",http://www.textilgroup.ru//upload/iblock/6f5/6f5daf12e2ffdc601d322ceb5f8ed24d.jpg,pk141,0,Евро,Печворк,"PatchworkПокрывало (X1) / 200X230 Без наволочек",,046
200,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/4d3/4d3600285812de132e4f22563be21c80.jpg,pd088,0,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/c9e/c9e99238ac104a61a4219d3baec2a146.jpg,cs273-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простынь (X1) / 220X245 Наволочка (X2) / 50X70",,022
3500,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/7b9/7b9526166523d3422998ba46eca37ff2.jpg,cs284-34,0,"Евро 4 наволочки",Сатин,"код 110Пододеяльник (X1) / 200X220Простыня (X1) / 220X245Наволочка (X2) / 70X70 Наволочка (X2) / 50X70",,110
1350,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/cab/cab240bf210421607d5079ba6126f1ba.jpg,plt010,0,Полотенце,Хлопок,"Код 517Полотенца пляжные махровыеРазмер: 150х86",,517
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/80c/80cd889abf571bde0dd80fe5d46eea42.jpg,cs299-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 150X210Простынь (X1) / 220X240Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/313/3138521e15f72f0db88fe7333378bd53.jpg,cs275-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 160X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,022
2200,RUB,287,"Пледы оптом",http://www.textilgroup.ru//upload/iblock/f70/f70d4d1c4f9748e71b26d757bbe3ca4a.jpg,pld056-1,0,"1.5 сп",Натуральные,"ПледКод 212Состав - хлопок 100%подарочная упаковкаРазмер: 140x200",,212
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/5ff/5ff985f61578605b627a27c21788c00e.jpg,cs186-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 70X70",,019
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/84e/84ee05df9adfa072b40f117195fb4ac1.jpg,cs141-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 70X70",,019
300,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/3fb/3fb8957f3dbf38c360d1c2eb6f41cf9e.jpg,pd099,0,"Наволочки декор","Не указано","НаволочкаКод 102Мех искусственныйРазмер: 45х45звери",,102
300,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/b49/pd101.jpg,pd101-1,0,"Наволочки декор","Не указано","Наволочка Код 102 Мех искусственный Размер: 45х45 жемчуг какао квадратики",,102
200,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/b1d/b1d6e96f63e7046a3c08f0299b2ba6cb.jpg,pd102,0,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
200,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/62f/62f895e9c3d0e4f7c7f5133e5b3888b7.jpg,pd103,0,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
200,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/6e6/6e658e71fd961e8f95e17dabf1757088.jpg,pd104,0,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
200,RUB,290,"Подушки оптом",http://www.textilgroup.ru//upload/iblock/9b1/9b1a953c62dcacd0800c524e06fc93ae.jpg,pd105,0,"Наволочки декор","Не указано","Код 033Размер: 45х45Материал: шёлк (искусственный)",,033
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/2ab/2ab198da1f4b96f9f1078f78b4bc2975.jpg,cs252-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 150X200Простыня (X1) / 150X200Наволочка (X2) / 70X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/d0a/d0a488a872f634858cef88215417c292.jpg,cs273-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 180X245Наволочка (X2) / 50X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/ce4/ce411e6de67f8068c6b82b9e14b892cd.jpg,cs274-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 70X70 илиНаволочка (X2) / 50X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/63e/63e156c6db7888ee6cb3419adee30122.jpg,cs279-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/7ad/7ad2a8d3f47f8b35f3cf26927ccb6901.jpg,cs280-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) /70X70 илиНаволочка (X2) /50X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/c70/c7087993d1d749888cfb9e4c3b9e42bb.jpg,cs282-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 180X245Наволочка (X2) / 70X70илиНаволочка (X2) / 50X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/2c4/2c4af55379b687b3e67dd19a05cc5243.jpg,cs283-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 50X70 или Наволочка (X2) / 70X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/6a2/6a2b0751b8786ad0d12813d7405f5959.jpg,cs285-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 180X245Наволочка (X2) / 70X70илиНаволочка (X2) / 50X70",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/e65/e65fa1b1331879ed07174f76724e896b.jpg,cs286-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) / 70X70 ",,018
2600,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/1c8/1c8170d30cc85cc693653a09805774fb.jpg,cs287-1,0,"1.5 сп",Сатин,"Код 018Пододеяльник (X1) / 160X210Простыня (X1) / 160X240Наволочка (X2) /50X70 ",,018
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/3f2/3f2090adcfa932fe3fb861f85e1fd20c.jpg,cs277-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 150X210Простынь (X1) / 220X240Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/62d/62d221956e1047eb6dacb00da0d25a67.jpg,cs279-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 150X210Простынь (X1) / 220X240Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/275/27533ffaba8e53d9364ceca46eece52d.jpg,cs282-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 150X210Простынь (X1) / 220X240Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/14e/14ee5fff957e7baa6a33232fbeca7133.jpg,cs295-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 150X210Простынь (X1) / 220X240Наволочка (X2) / 50X70",,022
4400,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/3b0/3b0adf6352d8198a079e25eaf3bd5c53.jpg,cs298-4,0,Семейный,Сатин,"код 022Пододеяльник (X2) / 150X210Простынь (X1) / 220X240Наволочка (X2) / 50X70",,022
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/314/314f9cc27fc0ce5b84b1c7910d1a829e.jpg,cs166-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
2700,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/3a3/3a3b2315bdea148d76ed8bee4678e94b.jpg,csp011-34,0,"Евро 4 наволочки",Twill,"код 216 Пигмент Пододеяльник (x1) / 200X220 Простыня (x1) / 230X250 Наволочка (x2) / 70X70+5 Наволочка (x2) / 50X70+5",,216
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/6b8/6b8bc478bfc3eff6df3f679f03de8377.jpg,cz114,0,Евро,"Без рисунка","Однотонныйкод 215Пододеяльник (X1) / 200X220Простыня (X1) / 220х240Наволочки (X2) / 50*70",,215
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/9b3/9b3558d078ce3e93902290a0edca2051.jpg,cz115,0,Евро,"Без рисунка","Однотонныйкод 215Пододеяльник (X1) / 200X220Простыня (X1) / 220х240Наволочки (X2) / 50*70",,215
2800,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/ae4/ae49d464d497197f89327c81839e0a5f.jpg,cz118-c2,1,Евро,"Без рисунка","Двутонныйкод 215Пододеяльник (X1) / 200x220Простыня (X1) / 220х240Наволочки (X2) / 50x70",,215
10300,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/b83/b836187cc2552185b9844497004ff4cc.jpg,slk023,0,"Евро 4 наволочки",Шёлк,"код 128 Натуральный шелк/сатин 50/50 Пододеяльник (x1)/200х230 Простыня (x1)/250X250 Наволочка (x2)/48X74 Наволочка (x2)/60X60",,128
2800,RUB,285,"Покрывала оптом",http://www.textilgroup.ru//upload/iblock/d12/d129d9b6b7ea0d4a473391a3c94c139f.jpg,pk148,0,СуперЕвро,Гобелен,"Сатин-ГобеленКод 104Покрывало(x1)/240х260",,104
2800,RUB,285,"Покрывала оптом",http://www.textilgroup.ru//upload/iblock/bbb/bbba8e3ab4c76fa2b0f78967eb53e5f8.jpg,pk151,0,СуперЕвро,Гобелен,"Сатин-ГобеленКод 104Покрывало(x1)/240х260",,104
3500,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/7e9/7e904d4f7b31b83d93069ed21df679f3.jpg,cs303-34,0,"Евро 4 наволочки",Сатин,"код 110Пододеяльник (X1) / 200X220Простыня (X1) / 230X250Наволочка (X2) / 70X70+5 Наволочка (X2) / 50X70+5",,110
9000,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/91e/91e06c8ce1a737ec309d7c3e186c93c7.jpg,csn008-8,0,"Не указано",Наборы,"код 183Набор 8 предметовсатин/жаккард (в коробке)Покрывало (х1) 250х270Пододеяльник (х1) /200X220 Простыня (х1) /250х250 Наволочки (х2) /50х70+5cmНаволочки (х2) /70х70+5cmНаволочка (х1) /150х50+5cm",,183
9000,RUB,275,"Постельное белье оптом",http://www.textilgroup.ru//upload/iblock/34d/34d5962e8bd5dde44424256d34a19d5e.jpg,csn009-8,0,"Не указано",Наборы,"код 183Набор 8 предметовсатин/жаккард (в коробке)Покрывало (х1) 250х270Пододеяльник (х1) /200X220 Простыня (х1) /250х250 Наволочки (х2) /50х70+5cmНаволочки (х2) /70х70+5cmНаволочка (х1) /150х50+5cm",,183
1600,RUB,285,"Покрывала оптом",http://www.textilgroup.ru//upload/iblock/40d/40d7120355e60f2469933e0d4be01396.jpg,pkm004-160,0,"1.5 сп",Мех,"Волна чернаякод 286 Покрывало (X1) / 160X210",,286
2800,RUB,312,Архив,http://www.textilgroup.ru//upload/iblock/6e6/6e61d7b016600e3fa3696a3c69b1797c.jpg,cs034-2,0,"2.0 сп",Сатин,"код 019Пододеяльник (X1) / 180X210Простыня (X1) / 220X245Наволочка (X2) / 50X70",,019
